,Type,Fund,Institution,City,State,Country,Grant,Purpose,year,currency,grant_sum,conversion_rate,usd
138,Social Services,Successor Organization,Amutat Beit Moriah,Beer Sheva,,Israel,"ILS 62,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,62000,3.6,17222.222222222223
139,Social Services,Successor Organization,Amutat Dorot in Lev Hasharon,Lev Hasharon,,Israel,"ILS 20,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,20000,3.6,5555.555555555556
140,Social Services,Successor Organization,Amutat Dorot in Lev Hasharon,Lev Hasharon,,Israel,"ILS 4,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,4000,3.6,1111.111111111111
141,Social Services,Successor Organization,Amutat Gil Hazahav,Mitzpe Ramon,,Israel,"ILS 12,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,12000,3.6,3333.333333333333
142,Social Services,Successor Organization,Amutat Gvurot,Moshav Beit Elazari,,Israel,"ILS 27,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,27000,3.6,7500.0
143,Social Services,Successor Organization,Amutat Havatik Galil Ma'aravi,Regional Council Matte Asher,,Israel,"ILS 22,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,22000,3.6,6111.111111111111
144,Social Services,Successor Organization,Amutat Havatik Galil Ma'aravi,Regional Council Matte Asher,,Israel,"ILS 8,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,8000,3.6,2222.222222222222
145,Social Services,Successor Organization,Amutat Merkaz Yom Gderot,Aseret D.N. Emek Sorek,,Israel,"ILS 30,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,30000,3.6,8333.333333333334
146,Social Services,Successor Organization,Amutat Misgav Lakashish,Jerusalem,,Israel,"ILS 60,000 ",Toward the friendly visitation program for homebound Jewish Nazi Victims,2017,ILS,60000,3.6,16666.666666666668
147,Social Services,Successor Organization,Amutat Misgav Lakashish,Jerusalem,,Israel,"ILS 12,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,12000,3.6,3333.333333333333
148,Social Services,Successor Organization,Amutat Omanit Services for the Elderly - North Kinneret,Kibbutz Genosar,,Israel,"ILS 65,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,65000,3.6,18055.555555555555
149,Social Services,Successor Organization,Amutat Sherut Letipul Bazaken,Omer,,Israel,"ILS 5,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,5000,3.6,1388.888888888889
150,Social Services,Successor Organization,Amutat Vatikay HaGalil,Rosh Pina,,Israel,"ILS 42,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,42000,3.6,11666.666666666666
151,Social Services,Successor Organization,Amutat Vatikay HaGalil,Rosh Pina,,Israel,"ILS 53,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,53000,3.6,14722.222222222223
152,Social Services,Successor Organization,Ashdod Municipality,Ashdod,,Israel,"ILS 1,000,000 ",Toward establishing a day center for the mentally frail in Ashdod and purchasing furnishings,2017,ILS,1000000,3.6,277777.77777777775
153,Social Services,Successor Organization,Ashdod Municipality,Ashdod,,Israel,"ILS 23,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,23000,3.6,6388.888888888889
154,Social Services,Successor Organization,Association for Senior Citizens in Bat Yam,Bat Yam,,Israel,"ILS 125,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,125000,3.6,34722.22222222222
155,Social Services,Successor Organization,Association for Senior Citizens in Bat Yam,Bat Yam,,Israel,"ILS 17,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,17000,3.6,4722.222222222222
156,Social Services,Successor Organization,Association for Senior Citizens in Drom Hasharon,Neve-Yarak,,Israel,"ILS 282,398","Toward establishment of a mentally frail unit at Drom Hasharon day center, and for the purchase of furnishings",2017,ILS,282398,3.6,78443.88888888889
157,Social Services,Successor Organization,Association for Senior Citizens in Drom Hasharon,Neve-Yarak,,Israel,"ILS 45,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,45000,3.6,12500.0
158,Social Services,Successor Organization,Association for the Aged - Acco,Acco,,Israel,"ILS 85,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,85000,3.6,23611.11111111111
159,Social Services,Successor Organization,Association for the Aged - Dimona,Dimona,,Israel,"ILS 110,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,110000,3.6,30555.555555555555
160,Social Services,Successor Organization,Association for the Aged - Dimona,Dimona,,Israel,"ILS 51,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,51000,3.6,14166.666666666666
161,Social Services,Successor Organization,Association for the Aged - Holon,Holon,,Israel,"ILS 72,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,72000,3.6,20000.0
162,Social Services,Successor Organization,Association for the Aged - Holon,Holon,,Israel,"ILS 17,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,17000,3.6,4722.222222222222
163,Social Services,Successor Organization,Association for the Aged - Safed,Safed,,Israel,"ILS 100,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,100000,3.6,27777.777777777777
164,Social Services,Successor Organization,Association for the Aged in Azor,Azor,,Israel,"ILS 45,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,45000,3.6,12500.0
165,Social Services,Successor Organization,Association for the Aged in Azor,Azor,,Israel,"ILS 6,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,6000,3.6,1666.6666666666665
166,Social Services,Successor Organization,Association for the Aged in Emek Hefer,Emek Hefer,,Israel,"ILS 27,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,27000,3.6,7500.0
167,Social Services,Successor Organization,Association for the Aged in Eshkol,HaNegev D.N.,,Israel,"ILS 35,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,35000,3.6,9722.222222222223
168,Social Services,Successor Organization,Association for the Aged in Eshkol,HaNegev D.N.,,Israel,"ILS 75,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,75000,3.6,20833.333333333332
169,Social Services,Successor Organization,Association for the Aged in Kiryat Bialik Ashak,Kiryat-Bialik,,Israel,"ILS 85,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,85000,3.6,23611.11111111111
170,Social Services,Successor Organization,Association for the Aged in Kiryat Bialik Ashak,Kiryat-Bialik,,Israel,"ILS 26,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,26000,3.6,7222.222222222222
171,Social Services,Successor Organization,Association for the Aged in Ramat Hasharon,Ramat Hasharon,,Israel,"ILS 19,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,19000,3.6,5277.777777777777
172,Social Services,Successor Organization,Association for the Aged in Ramat Hasharon,Ramat Hasharon,,Israel,"ILS 10,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,10000,3.6,2777.777777777778
173,Social Services,Successor Organization,Association for the Aged in Tiberias,Tiberias,,Israel,"ILS 52,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,52000,3.6,14444.444444444443
174,Social Services,Successor Organization,Association for the Aged in Tiberias,Tiberias,,Israel,"ILS 28,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,28000,3.6,7777.777777777777
175,Social Services,Successor Organization,Association for the Aged Yehud,Yehud,,Israel,"ILS 45,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,45000,3.6,12500.0
176,Social Services,Successor Organization,Association for the Aged Yehud,Yehud,,Israel,"ILS 7,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,7000,3.6,1944.4444444444443
177,Social Services,Successor Organization,Association for the Aged-Petach Tikva,Petach Tikva,,Israel,"ILS 45,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,45000,3.6,12500.0
178,Social Services,Successor Organization,Association for the Aged-Petach Tikva,Petach Tikva,,Israel,"ILS 34,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,34000,3.6,9444.444444444443
179,Social Services,Successor Organization,Association for the Care of the Elderly in Hadera,Hadera,,Israel,"ILS 121,666",Toward renovating and expanding the Weinberg day center and purchasing furnishings,2017,ILS,121666,3.6,33796.11111111111
180,Social Services,Successor Organization,Association for the Care of the Elderly in Hadera,Hadera,,Israel,"ILS 230,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,230000,3.6,63888.88888888889
181,Social Services,Successor Organization,Association for the Care of the Elderly in Hadera,Hadera,,Israel,"ILS 59,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,59000,3.6,16388.888888888887
182,Social Services,Successor Organization,"Association for the Care of the Elderly in Kiryat Tivon - ""Shalhevet""",Kiryat Tivon,,Israel,"ILS 56,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,56000,3.6,15555.555555555555
183,Social Services,Successor Organization,"Association for the Care of the Elderly in Kiryat Tivon - ""Shalhevet""",Kiryat Tivon,,Israel,"ILS 6,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,6000,3.6,1666.6666666666665
184,Social Services,Successor Organization,Association for the Elderly - Emek Yizreel,Afula,,Israel,"ILS 70,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,70000,3.6,19444.444444444445
185,Social Services,Successor Organization,Association for the Elderly - Emek Yizreel,Afula,,Israel,"ILS 10,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,10000,3.6,2777.777777777778
186,Social Services,Successor Organization,Association for the Elderly - Hagil Hashlishi,Beit Shean,,Israel,"ILS 36,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,36000,3.6,10000.0
187,Social Services,Successor Organization,Association for the Elderly - Hagil Hashlishi,Beit Shean,,Israel,"ILS 23,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,23000,3.6,6388.888888888889
188,Social Services,Successor Organization,Association for the Elderly - Kiryat Shmona,Kiryat Shmona,,Israel,"ILS 45,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,45000,3.6,12500.0
189,Social Services,Successor Organization,Association for the Elderly - Kiryat Shmona,Kiryat Shmona,,Israel,"ILS 7,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,7000,3.6,1944.4444444444443
190,Social Services,Successor Organization,Association for the Elderly - Kiryat Yam,Kiryat Yam,,Israel,"ILS 60,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,60000,3.6,16666.666666666668
191,Social Services,Successor Organization,Association for the Elderly - Kiryat Yam,Kiryat Yam,,Israel,"ILS 12,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,12000,3.6,3333.333333333333
192,Social Services,Successor Organization,Association for the Elderly - Matte Yehuda,Shimshon,,Israel,"ILS 45,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,45000,3.6,12500.0
193,Social Services,Successor Organization,Association for the Elderly - Matte Yehuda,Shimshon,,Israel,"ILS 5,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,5000,3.6,1388.888888888889
194,Social Services,Successor Organization,Association for the Elderly - Mevaseret Zion,Mevaseret Zion,,Israel,"ILS 5,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,5000,3.6,1388.888888888889
195,Social Services,Successor Organization,Association for the Elderly - Modi'in,Modi'in,,Israel,"ILS 7,000 ",Toward defraying the supportive community membership costs for Jewish Nazi victims,2017,ILS,7000,3.6,1944.4444444444443
196,Social Services,Successor Organization,Association for the Elderly - Netanya,Netanya,,Israel,"ILS 150,000 ",Toward defraying the costs for Jewish Nazi victims who attend the day center(s),2017,ILS,150000,3.6,41666.666666666664
